,date_year,date_month,date_day,price,fare_type,date
3,2019,06,13,1065.8,standard_lowfare,2019-06-13
4,2019,06,13,917.1,standard_lowfare,2019-06-13
5,2019,06,13,889.0,standard_lowfare,2019-06-13
6,2019,06,13,1031.2,standard_lowfare,2019-06-13
0,2019,06,15,1090.0,standard_lowfare,2019-06-15
1,2019,06,15,813.8,standard_lowfare,2019-06-15
2,2019,06,15,1101.2,standard_lowfare,2019-06-15
3,2019,06,15,805.6,standard_lowfare,2019-06-15
4,2019,06,15,859.3,standard_lowfare,2019-06-15
5,2019,06,15,816.3,standard_lowfare,2019-06-15
6,2019,06,15,1090.0,standard_lowfare,2019-06-15
7,2019,06,15,813.8,standard_lowfare,2019-06-15
0,2019,06,16,738.7,standard_lowfare,2019-06-16
1,2019,06,16,957.7,standard_lowfare,2019-06-16
2,2019,06,16,957.7,standard_lowfare,2019-06-16
3,2019,06,16,738.7,standard_lowfare,2019-06-16
0,2019,06,17,798.7,standard_lowfare,2019-06-17
1,2019,06,17,715.5,standard_lowfare,2019-06-17
2,2019,06,17,775.8,standard_lowfare,2019-06-17
0,2019,06,18,598.7,standard_lowfare,2019-06-18
1,2019,06,18,902.4,standard_lowfare,2019-06-18
2,2019,06,18,598.7,standard_lowfare,2019-06-18
0,2019,06,19,810.8,standard_lowfare,2019-06-19
1,2019,06,19,598.7,standard_lowfare,2019-06-19
2,2019,06,19,810.8,standard_lowfare,2019-06-19
3,2019,06,19,755.5,standard_lowfare,2019-06-19
4,2019,06,19,775.1,standard_lowfare,2019-06-19
5,2019,06,19,606.2,standard_lowfare,2019-06-19
0,2019,06,20,691.4,standard_lowfare,2019-06-20
1,2019,06,20,700.0,standard_lowfare,2019-06-20
2,2019,06,20,686.6,standard_lowfare,2019-06-20
3,2019,06,20,620.0,standard_lowfare,2019-06-20
4,2019,06,20,668.7,standard_lowfare,2019-06-20
0,2019,06,21,659.9,standard_lowfare,2019-06-21
0,2019,06,22,711.2,standard_lowfare,2019-06-22
1,2019,06,22,691.4,standard_lowfare,2019-06-22
2,2019,06,22,711.2,standard_lowfare,2019-06-22
3,2019,06,22,717.0,standard_lowfare,2019-06-22
4,2019,06,22,683.8,standard_lowfare,2019-06-22
5,2019,06,22,761.1,standard_lowfare,2019-06-22
6,2019,06,22,686.6,standard_lowfare,2019-06-22
7,2019,06,22,645.8,standard_lowfare,2019-06-22
0,2019,06,23,636.6,standard_lowfare,2019-06-23
1,2019,06,23,668.9,standard_lowfare,2019-06-23
2,2019,06,23,623.7,standard_lowfare,2019-06-23
3,2019,06,23,598.7,standard_lowfare,2019-06-23
0,2019,06,24,614.9,standard_lowfare,2019-06-24
1,2019,06,24,598.7,standard_lowfare,2019-06-24
2,2019,06,24,615.5,standard_lowfare,2019-06-24
3,2019,06,24,575.8,standard_lowfare,2019-06-24
0,2019,06,25,434.9,standard_lowfare,2019-06-25
1,2019,06,25,668.7,standard_lowfare,2019-06-25
2,2019,06,25,761.2,standard_lowfare,2019-06-25
3,2019,06,25,645.8,standard_lowfare,2019-06-25
0,2019,06,26,630.8,standard_lowfare,2019-06-26
1,2019,06,26,668.7,standard_lowfare,2019-06-26
2,2019,06,26,618.9,standard_lowfare,2019-06-26
3,2019,06,26,665.5,standard_lowfare,2019-06-26
4,2019,06,26,567.7,standard_lowfare,2019-06-26
5,2019,06,26,645.8,standard_lowfare,2019-06-26
0,2019,06,27,753.8,standard_lowfare,2019-06-27
1,2019,06,27,686.6,standard_lowfare,2019-06-27
2,2019,06,27,686.6,standard_lowfare,2019-06-27
3,2019,06,27,651.4,standard_lowfare,2019-06-27
4,2019,06,27,738.7,standard_lowfare,2019-06-27
0,2019,06,28,479.9,standard_lowfare,2019-06-28
0,2019,06,29,621.2,standard_lowfare,2019-06-29
1,2019,06,29,574.2,standard_lowfare,2019-06-29
2,2019,06,29,596.6,standard_lowfare,2019-06-29
3,2019,06,29,714.2,standard_lowfare,2019-06-29
4,2019,06,29,543.8,standard_lowfare,2019-06-29
5,2019,06,29,851.1,standard_lowfare,2019-06-29
6,2019,06,29,596.6,standard_lowfare,2019-06-29
7,2019,06,29,543.8,standard_lowfare,2019-06-29
0,2019,06,30,621.4,standard_lowfare,2019-06-30
1,2019,06,30,707.7,standard_lowfare,2019-06-30
2,2019,06,30,707.7,standard_lowfare,2019-06-30
3,2019,06,30,598.7,standard_lowfare,2019-06-30
0,2019,07,01,479.9,standard_lowfare,2019-07-01
1,2019,07,01,478.7,standard_lowfare,2019-07-01
2,2019,07,01,580.8,standard_lowfare,2019-07-01
3,2019,07,01,455.8,standard_lowfare,2019-07-01
0,2019,07,02,299.9,standard_lowfare,2019-07-02
1,2019,07,02,446.2,standard_lowfare,2019-07-02
2,2019,07,02,750.0,standard_lowfare,2019-07-02
3,2019,07,02,415.8,standard_lowfare,2019-07-02
0,2019,07,03,437.7,standard_lowfare,2019-07-03
1,2019,07,03,478.7,standard_lowfare,2019-07-03
2,2019,07,03,437.7,standard_lowfare,2019-07-03
3,2019,07,03,680.8,standard_lowfare,2019-07-03
4,2019,07,03,437.7,standard_lowfare,2019-07-03
5,2019,07,03,478.7,standard_lowfare,2019-07-03
0,2019,07,04,464.5,standard_lowfare,2019-07-04
1,2019,07,04,556.6,standard_lowfare,2019-07-04
2,2019,07,04,556.6,standard_lowfare,2019-07-04
3,2019,07,04,560.0,standard_lowfare,2019-07-04
4,2019,07,04,403.8,standard_lowfare,2019-07-04
0,2019,07,05,299.9,standard_lowfare,2019-07-05
0,2019,07,06,441.2,standard_lowfare,2019-07-06
1,2019,07,06,434.2,standard_lowfare,2019-07-06
2,2019,07,06,403.8,standard_lowfare,2019-07-06
3,2019,07,06,416.6,standard_lowfare,2019-07-06
4,2019,07,06,534.2,standard_lowfare,2019-07-06
5,2019,07,06,403.8,standard_lowfare,2019-07-06
6,2019,07,06,440.8,standard_lowfare,2019-07-06
7,2019,07,06,416.6,standard_lowfare,2019-07-06
8,2019,07,06,403.8,standard_lowfare,2019-07-06
0,2019,07,07,411.4,standard_lowfare,2019-07-07
1,2019,07,07,437.7,standard_lowfare,2019-07-07
2,2019,07,07,437.7,standard_lowfare,2019-07-07
3,2019,07,07,403.8,standard_lowfare,2019-07-07
0,2019,07,08,344.9,standard_lowfare,2019-07-08
1,2019,07,08,411.4,standard_lowfare,2019-07-08
2,2019,07,08,521.1,standard_lowfare,2019-07-08
3,2019,07,08,365.8,standard_lowfare,2019-07-08
0,2019,07,09,224.9,standard_lowfare,2019-07-09
1,2019,07,09,396.2,standard_lowfare,2019-07-09
2,2019,07,09,466.6,standard_lowfare,2019-07-09
3,2019,07,09,388.7,standard_lowfare,2019-07-09
0,2019,07,10,527.7,standard_lowfare,2019-07-10
1,2019,07,10,371.4,standard_lowfare,2019-07-10
2,2019,07,10,527.7,standard_lowfare,2019-07-10
3,2019,07,10,521.1,standard_lowfare,2019-07-10
4,2019,07,10,527.7,standard_lowfare,2019-07-10
5,2019,07,10,356.2,standard_lowfare,2019-07-10
0,2019,07,11,409.3,standard_lowfare,2019-07-11
1,2019,07,11,466.6,standard_lowfare,2019-07-11
2,2019,07,11,466.6,standard_lowfare,2019-07-11
3,2019,07,11,531.4,standard_lowfare,2019-07-11
4,2019,07,11,386.6,standard_lowfare,2019-07-11
0,2019,07,12,704.9,standard_lowfare,2019-07-12
0,2019,07,13,430.0,standard_lowfare,2019-07-13
1,2019,07,13,434.2,standard_lowfare,2019-07-13
2,2019,07,13,416.6,standard_lowfare,2019-07-13
3,2019,07,13,597.0,standard_lowfare,2019-07-13
4,2019,07,13,411.4,standard_lowfare,2019-07-13
5,2019,07,13,799.5,standard_lowfare,2019-07-13
6,2019,07,13,416.6,standard_lowfare,2019-07-13
7,2019,07,13,403.8,standard_lowfare,2019-07-13
0,2019,07,14,590.4,standard_lowfare,2019-07-14
1,2019,07,14,477.7,standard_lowfare,2019-07-14
2,2019,07,14,403.8,standard_lowfare,2019-07-14
3,2019,07,14,477.7,standard_lowfare,2019-07-14
4,2019,07,14,461.4,standard_lowfare,2019-07-14
0,2019,07,15,254.9,standard_lowfare,2019-07-15
1,2019,07,15,590.4,standard_lowfare,2019-07-15
2,2019,07,15,446.3,standard_lowfare,2019-07-15
3,2019,07,15,461.4,standard_lowfare,2019-07-15
0,2019,07,16,254.9,standard_lowfare,2019-07-16
1,2019,07,16,453.8,standard_lowfare,2019-07-16
2,2019,07,16,376.6,standard_lowfare,2019-07-16
3,2019,07,16,453.8,standard_lowfare,2019-07-16
0,2019,07,17,437.7,standard_lowfare,2019-07-17
1,2019,07,17,484.2,standard_lowfare,2019-07-17
2,2019,07,17,437.7,standard_lowfare,2019-07-17
3,2019,07,17,446.3,standard_lowfare,2019-07-17
4,2019,07,17,437.7,standard_lowfare,2019-07-17
5,2019,07,17,476.6,standard_lowfare,2019-07-17
0,2019,07,18,529.7,standard_lowfare,2019-07-18
1,2019,07,18,506.6,standard_lowfare,2019-07-18
2,2019,07,18,506.6,standard_lowfare,2019-07-18
3,2019,07,18,625.6,standard_lowfare,2019-07-18
4,2019,07,18,514.5,standard_lowfare,2019-07-18
0,2019,07,19,299.9,standard_lowfare,2019-07-19
0,2019,07,20,570.0,standard_lowfare,2019-07-20
1,2019,07,20,569.7,standard_lowfare,2019-07-20
2,2019,07,20,419.0,standard_lowfare,2019-07-20
3,2019,07,20,556.6,standard_lowfare,2019-07-20
4,2019,07,20,615.5,standard_lowfare,2019-07-20
5,2019,07,20,539.3,standard_lowfare,2019-07-20
6,2019,07,20,730.0,standard_lowfare,2019-07-20
7,2019,07,20,556.6,standard_lowfare,2019-07-20
8,2019,07,20,509.0,standard_lowfare,2019-07-20
0,2019,07,21,514.5,standard_lowfare,2019-07-21
1,2019,07,21,657.7,standard_lowfare,2019-07-21
2,2019,07,21,657.7,standard_lowfare,2019-07-21
3,2019,07,21,484.2,standard_lowfare,2019-07-21
0,2019,07,22,344.9,standard_lowfare,2019-07-22
1,2019,07,22,560.0,standard_lowfare,2019-07-22
2,2019,07,22,522.4,standard_lowfare,2019-07-22
3,2019,07,22,484.2,standard_lowfare,2019-07-22
0,2019,07,23,344.9,standard_lowfare,2019-07-23
1,2019,07,23,529.7,standard_lowfare,2019-07-23
2,2019,07,23,556.6,standard_lowfare,2019-07-23
3,2019,07,23,484.2,standard_lowfare,2019-07-23
0,2019,07,24,617.7,standard_lowfare,2019-07-24
1,2019,07,24,544.8,standard_lowfare,2019-07-24
2,2019,07,24,617.7,standard_lowfare,2019-07-24
3,2019,07,24,582.0,standard_lowfare,2019-07-24
4,2019,07,24,617.7,standard_lowfare,2019-07-24
5,2019,07,24,514.5,standard_lowfare,2019-07-24
0,2019,07,25,584.8,standard_lowfare,2019-07-25
1,2019,07,25,556.6,standard_lowfare,2019-07-25
2,2019,07,25,556.6,standard_lowfare,2019-07-25
3,2019,07,25,537.0,standard_lowfare,2019-07-25
4,2019,07,25,569.7,standard_lowfare,2019-07-25
0,2019,07,26,524.9,standard_lowfare,2019-07-26
0,2019,07,27,790.0,standard_lowfare,2019-07-27
1,2019,07,27,449.3,standard_lowfare,2019-07-27
2,2019,07,27,409.3,standard_lowfare,2019-07-27
3,2019,07,27,776.6,standard_lowfare,2019-07-27
4,2019,07,27,662.6,standard_lowfare,2019-07-27
5,2019,07,27,464.5,standard_lowfare,2019-07-27
6,2019,07,27,690.0,standard_lowfare,2019-07-27
7,2019,07,27,776.6,standard_lowfare,2019-07-27
8,2019,07,27,449.3,standard_lowfare,2019-07-27
0,2019,07,28,514.5,standard_lowfare,2019-07-28
1,2019,07,28,527.7,standard_lowfare,2019-07-28
2,2019,07,28,527.7,standard_lowfare,2019-07-28
3,2019,07,28,484.2,standard_lowfare,2019-07-28
0,2019,07,29,434.9,standard_lowfare,2019-07-29
1,2019,07,29,544.8,standard_lowfare,2019-07-29
2,2019,07,29,537.7,standard_lowfare,2019-07-29
3,2019,07,29,514.5,standard_lowfare,2019-07-29
0,2019,07,30,254.9,standard_lowfare,2019-07-30
1,2019,07,30,529.7,standard_lowfare,2019-07-30
2,2019,07,30,506.6,standard_lowfare,2019-07-30
3,2019,07,30,469.0,standard_lowfare,2019-07-30
0,2019,07,31,707.7,standard_lowfare,2019-07-31
1,2019,07,31,514.5,standard_lowfare,2019-07-31
2,2019,07,31,707.7,standard_lowfare,2019-07-31
3,2019,07,31,516.7,standard_lowfare,2019-07-31
4,2019,07,31,707.7,standard_lowfare,2019-07-31
5,2019,07,31,499.3,standard_lowfare,2019-07-31
0,2019,08,01,569.7,standard_lowfare,2019-08-01
1,2019,08,01,506.6,standard_lowfare,2019-08-01
2,2019,08,01,506.6,standard_lowfare,2019-08-01
3,2019,08,01,644.1,standard_lowfare,2019-08-01
4,2019,08,01,554.5,standard_lowfare,2019-08-01
0,2019,08,02,434.9,standard_lowfare,2019-08-02
0,2019,08,03,480.0,standard_lowfare,2019-08-03
1,2019,08,03,484.2,standard_lowfare,2019-08-03
2,2019,08,03,394.2,standard_lowfare,2019-08-03
3,2019,08,03,480.0,standard_lowfare,2019-08-03
4,2019,08,03,735.5,standard_lowfare,2019-08-03
5,2019,08,03,484.2,standard_lowfare,2019-08-03
6,2019,08,03,562.4,standard_lowfare,2019-08-03
7,2019,08,03,466.6,standard_lowfare,2019-08-03
8,2019,08,03,484.2,standard_lowfare,2019-08-03
0,2019,08,04,449.3,standard_lowfare,2019-08-04
1,2019,08,04,617.7,standard_lowfare,2019-08-04
2,2019,08,04,617.7,standard_lowfare,2019-08-04
3,2019,08,04,411.4,standard_lowfare,2019-08-04
0,2019,08,05,344.9,standard_lowfare,2019-08-05
1,2019,08,05,411.4,standard_lowfare,2019-08-05
2,2019,08,05,522.4,standard_lowfare,2019-08-05
3,2019,08,05,396.2,standard_lowfare,2019-08-05
0,2019,08,06,299.9,standard_lowfare,2019-08-06
1,2019,08,06,379.0,standard_lowfare,2019-08-06
2,2019,08,06,466.6,standard_lowfare,2019-08-06
3,2019,08,06,363.8,standard_lowfare,2019-08-06
0,2019,08,07,527.7,standard_lowfare,2019-08-07
1,2019,08,07,449.3,standard_lowfare,2019-08-07
2,2019,08,07,527.7,standard_lowfare,2019-08-07
3,2019,08,07,471.1,standard_lowfare,2019-08-07
4,2019,08,07,527.7,standard_lowfare,2019-08-07
5,2019,08,07,434.2,standard_lowfare,2019-08-07
0,2019,08,08,464.5,standard_lowfare,2019-08-08
1,2019,08,08,466.6,standard_lowfare,2019-08-08
2,2019,08,08,466.6,standard_lowfare,2019-08-08
3,2019,08,08,657.0,standard_lowfare,2019-08-08
4,2019,08,08,449.3,standard_lowfare,2019-08-08
0,2019,08,09,389.9,standard_lowfare,2019-08-09
0,2019,08,10,484.2,standard_lowfare,2019-08-10
1,2019,08,10,556.6,standard_lowfare,2019-08-10
2,2019,08,10,403.8,standard_lowfare,2019-08-10
3,2019,08,10,556.6,standard_lowfare,2019-08-10
4,2019,08,10,644.1,standard_lowfare,2019-08-10
5,2019,08,10,556.6,standard_lowfare,2019-08-10
6,2019,08,10,453.8,standard_lowfare,2019-08-10
7,2019,08,10,471.1,standard_lowfare,2019-08-10
8,2019,08,10,453.8,standard_lowfare,2019-08-10
9,2019,08,10,556.6,standard_lowfare,2019-08-10
0,2019,08,11,527.7,standard_lowfare,2019-08-11
1,2019,08,11,411.4,standard_lowfare,2019-08-11
2,2019,08,11,527.7,standard_lowfare,2019-08-11
3,2019,08,11,527.7,standard_lowfare,2019-08-11
4,2019,08,11,396.2,standard_lowfare,2019-08-11
0,2019,08,12,344.9,standard_lowfare,2019-08-12
1,2019,08,12,446.2,standard_lowfare,2019-08-12
2,2019,08,12,505.8,standard_lowfare,2019-08-12
3,2019,08,12,415.8,standard_lowfare,2019-08-12
0,2019,08,13,254.9,standard_lowfare,2019-08-13
1,2019,08,13,416.6,standard_lowfare,2019-08-13
2,2019,08,13,438.7,standard_lowfare,2019-08-13
3,2019,08,13,416.6,standard_lowfare,2019-08-13
4,2019,08,13,416.6,standard_lowfare,2019-08-13
5,2019,08,13,415.8,standard_lowfare,2019-08-13
0,2019,08,14,527.7,standard_lowfare,2019-08-14
1,2019,08,14,486.2,standard_lowfare,2019-08-14
2,2019,08,14,527.7,standard_lowfare,2019-08-14
3,2019,08,14,527.7,standard_lowfare,2019-08-14
4,2019,08,14,505.8,standard_lowfare,2019-08-14
5,2019,08,14,527.7,standard_lowfare,2019-08-14
6,2019,08,14,455.8,standard_lowfare,2019-08-14
0,2019,08,15,501.4,standard_lowfare,2019-08-15
1,2019,08,15,466.6,standard_lowfare,2019-08-15
2,2019,08,15,466.6,standard_lowfare,2019-08-15
3,2019,08,15,466.6,standard_lowfare,2019-08-15
4,2019,08,15,638.5,standard_lowfare,2019-08-15
5,2019,08,15,486.2,standard_lowfare,2019-08-15
6,2019,08,15,466.6,standard_lowfare,2019-08-15
0,2019,08,16,434.9,standard_lowfare,2019-08-16
0,2019,08,17,524.2,standard_lowfare,2019-08-17
1,2019,08,17,466.6,standard_lowfare,2019-08-17
2,2019,08,17,453.8,standard_lowfare,2019-08-17
3,2019,08,17,466.6,standard_lowfare,2019-08-17
4,2019,08,17,594.2,standard_lowfare,2019-08-17
5,2019,08,17,466.6,standard_lowfare,2019-08-17
6,2019,08,17,493.8,standard_lowfare,2019-08-17
7,2019,08,17,595.8,standard_lowfare,2019-08-17
8,2019,08,17,493.8,standard_lowfare,2019-08-17
9,2019,08,17,466.6,standard_lowfare,2019-08-17
0,2019,08,18,527.7,standard_lowfare,2019-08-18
1,2019,08,18,501.4,standard_lowfare,2019-08-18
2,2019,08,18,527.7,standard_lowfare,2019-08-18
3,2019,08,18,527.7,standard_lowfare,2019-08-18
4,2019,08,18,455.8,standard_lowfare,2019-08-18
0,2019,08,19,254.9,standard_lowfare,2019-08-19
1,2019,08,19,478.7,standard_lowfare,2019-08-19
2,2019,08,19,505.8,standard_lowfare,2019-08-19
3,2019,08,19,455.8,standard_lowfare,2019-08-19
0,2019,08,20,299.9,standard_lowfare,2019-08-20
1,2019,08,20,416.6,standard_lowfare,2019-08-20
2,2019,08,20,478.7,standard_lowfare,2019-08-20
3,2019,08,20,416.6,standard_lowfare,2019-08-20
4,2019,08,20,416.6,standard_lowfare,2019-08-20
5,2019,08,20,455.8,standard_lowfare,2019-08-20
0,2019,08,21,437.7,standard_lowfare,2019-08-21
1,2019,08,21,438.7,standard_lowfare,2019-08-21
2,2019,08,21,437.7,standard_lowfare,2019-08-21
3,2019,08,21,437.7,standard_lowfare,2019-08-21
4,2019,08,21,555.8,standard_lowfare,2019-08-21
5,2019,08,21,437.7,standard_lowfare,2019-08-21
6,2019,08,21,415.8,standard_lowfare,2019-08-21
0,2019,08,22,543.8,standard_lowfare,2019-08-22
1,2019,08,22,416.6,standard_lowfare,2019-08-22
2,2019,08,22,416.6,standard_lowfare,2019-08-22
3,2019,08,22,416.6,standard_lowfare,2019-08-22
4,2019,08,22,575.7,standard_lowfare,2019-08-22
5,2019,08,22,543.8,standard_lowfare,2019-08-22
6,2019,08,22,416.6,standard_lowfare,2019-08-22
0,2019,08,23,389.9,standard_lowfare,2019-08-23
0,2019,08,24,574.2,standard_lowfare,2019-08-24
1,2019,08,24,466.6,standard_lowfare,2019-08-24
2,2019,08,24,466.6,standard_lowfare,2019-08-24
3,2019,08,24,698.5,standard_lowfare,2019-08-24
4,2019,08,24,466.6,standard_lowfare,2019-08-24
5,2019,08,24,543.8,standard_lowfare,2019-08-24
6,2019,08,24,661.1,standard_lowfare,2019-08-24
7,2019,08,24,543.8,standard_lowfare,2019-08-24
8,2019,08,24,466.6,standard_lowfare,2019-08-24
0,2019,08,25,477.7,standard_lowfare,2019-08-25
1,2019,08,25,551.4,standard_lowfare,2019-08-25
2,2019,08,25,477.7,standard_lowfare,2019-08-25
3,2019,08,25,477.7,standard_lowfare,2019-08-25
4,2019,08,25,505.8,standard_lowfare,2019-08-25
0,2019,08,26,344.9,standard_lowfare,2019-08-26
1,2019,08,26,528.7,standard_lowfare,2019-08-26
2,2019,08,26,645.8,standard_lowfare,2019-08-26
3,2019,08,26,505.8,standard_lowfare,2019-08-26
0,2019,08,27,299.9,standard_lowfare,2019-08-27
1,2019,08,27,416.6,standard_lowfare,2019-08-27
2,2019,08,27,528.7,standard_lowfare,2019-08-27
3,2019,08,27,416.6,standard_lowfare,2019-08-27
4,2019,08,27,416.6,standard_lowfare,2019-08-27
5,2019,08,27,505.8,standard_lowfare,2019-08-27
0,2019,08,28,437.7,standard_lowfare,2019-08-28
1,2019,08,28,528.7,standard_lowfare,2019-08-28
2,2019,08,28,437.7,standard_lowfare,2019-08-28
3,2019,08,28,453.2,standard_lowfare,2019-08-28
4,2019,08,28,595.8,standard_lowfare,2019-08-28
5,2019,08,28,437.7,standard_lowfare,2019-08-28
6,2019,08,28,505.8,standard_lowfare,2019-08-28
0,2019,08,29,629.0,standard_lowfare,2019-08-29
1,2019,08,29,466.6,standard_lowfare,2019-08-29
2,2019,08,29,466.6,standard_lowfare,2019-08-29
3,2019,08,29,466.6,standard_lowfare,2019-08-29
4,2019,08,29,771.4,standard_lowfare,2019-08-29
5,2019,08,29,575.8,standard_lowfare,2019-08-29
6,2019,08,29,466.6,standard_lowfare,2019-08-29
0,2019,08,30,344.9,standard_lowfare,2019-08-30
0,2019,08,31,644.2,standard_lowfare,2019-08-31
1,2019,08,31,466.6,standard_lowfare,2019-08-31
